;OSEBuildingID;DataYear;BuildingType;PrimaryPropertyType;PropertyName;Address;City;State;ZipCode;TaxParcelIdentificationNumber;CouncilDistrictCode;Neighborhood;Latitude;Longitude;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);ListOfAllPropertyUseTypes;LargestPropertyUseType;LargestPropertyUseTypeGFA;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);DefaultData;ComplianceStatus;TotalGHGEmissions;GHGEmissionsIntensity
596;798;2016;NonResidential;Warehouse;OPS;7440 W. Marginal Way S.;Seattle;WA;98108;2924049101;1;GREATER DUWAMISH;47.53628;-122.3329;1969;1;1;55450;0;55450;Non-Refrigerated Warehouse, Office;Non-Refrigerated Warehouse;34206;31;78.40000153;87.30000305;163.3000031;171.3999939;4345698;2.73391653;0;629893.5;2149197;21965.01367;2196501;FALSE;Compliant;131.64;2.37
597;799;2016;NonResidential;Distribution Center;Cloverdale Business Park Building D;309 South Cloverdale Street;Seattle;WA;98108;3224049012;1;GREATER DUWAMISH;47.52549;-122.33064;1979;1;1;54880;0;54880;Distribution Center;Distribution Center;55000;32;50.20000076;54.79999924;99.90000153;104.6999969;2763597;2.702617652;0;363654.1875;1240788;15228.08984;1522809;FALSE;Compliant;89.53;1.63
598;800;2016;NonResidential;Retail Store;WEST SEATTLE (0637);2800 SW BARTON ST;Seattle;WA;98126;3624039166;1;DELRIDGE;47.52222;-122.36892;1992;1;1;102500;0;102500;Parking, Retail Store;Retail Store;99471;81;73.40000153;77.69999695;181.6000061;185.5;7305474;2.763829943;0;1457465.75;4972873;23325.99609;2332600;FALSE;Compliant;158.55;1.55
600;802;2016;NonResidential;Supermarket / Grocery Store;70500849 -- Rainier Valley;2707 Rainier Avenue South;Seattle;WA;98144;5260300005;2;GREATER DUWAMISH;47.57903;-122.29982;1963;1;1;50785;0;50785;Supermarket/Grocery Store;Supermarket/Grocery Store;27382;57;271.7000122;277.2999878;615.5999756;618.0999756;7439009;2.762711474;0;1268266.375;4327325;31116.83594;3111684;FALSE;Compliant;195.43;3.85
601;803;2016;NonResidential;Small- and Mid-Sized Office;200 SW Michigan;200 SW Michigan;Seattle;WA;98106;5367202506;1;Delridge;47.54103;-122.33766;1929;1;3;85126;0;85126;Office;Office;81526;1;465.5;467;725.5999756;727.2000122;37951708;2.85962996;0;5454295;18610055;6851.318359;685132;FALSE;Compliant;166.13;1.95
603;805;2016;NonResidential;Distribution Center;Portside Distribution Center;4050 E. Marginal Way South;Seattle;WA;98134;7666207536;2;GREATER DUWAMISH;47.56613;-122.33838;1986;1;1;411584;0;411584;Distribution Center, Non-Refrigerated Warehouse, Refrigerated Warehouse;Distribution Center;288048;43;37;41.70000076;77.40000153;81.69999695;15091579;2.81224113;0;2198679.25;7501894;75896.85156;7589685;FALSE;Compliant;455.39;1.11
605;807;2016;NonResidential;Large Office;645 Elliott - North Building;645 Elliott Avenue West;Seattle;WA;98119;3879902265;7;MAGNOLIA / QUEEN ANNE;47.6252;-122.36737;2008;1;4;242686;100176;142510;Office, Parking;Office;149081;77;65;65;204;204;9683979;2.777948298;0;2838211.5;9683978;0;0;FALSE;Compliant;67.51;0.28
606;809;2016;NonResidential;Small- and Mid-Sized Office;Washington Shoe Building;400 Occidental Ave. South;Seattle;WA;98104;5247800735;2;DOWNTOWN;47.5992;-122.33223;1900;1;6;95760;15840;79920;Office;Office;95760;83;56.29999924;58.29999924;159.3999939;163.8000031;5392617.5;2.743162677;0;1346383.125;4593859;7987.580078;798758;FALSE;Compliant;74.45;0.78
607;811;2016;NonResidential;Warehouse;City Commerce Park;3849 1st Ave S.;Seattle;WA;98134;1824049060;2;GREATER DUWAMISH;47.56733;-122.3352;1946;1;1;179413;0;179413;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;178087;57;19.39999962;19.39999962;61;61;3459543;2.711819559;0;1013933.875;3459542;0;0;FALSE;Compliant;24.12;0.13
609;813;2016;NonResidential;Warehouse;3546 W Marginal Way SW;3546 W Marginal Way SW;Seattle;WA;98106;7666703967;1;Delridge;47.5725;-122.3571;1966;1;1;170632;0;170632;Non-Refrigerated Warehouse, Office;Non-Refrigerated Warehouse;164806;98;3.5;3.599999905;11.10000038;11.39999962;602245;2.59084154;0;176507.9063;602245;0;0;FALSE;Compliant;4.2;0.02
610;814;2016;NonResidential;Large Office;West Lake Union Center;1505 Westlake Avenue North;Seattle;WA;98109;8807900130;7;MAGNOLIA / QUEEN ANNE;47.63264;-122.34171;1994;1;10;381511;0;381511;Office, Parking;Office;220033;87;51.90000153;52.29999924;157.3999939;157.8999939;11410228;2.788673433;0;3175323.75;10834205;5760.22168;576022;FALSE;Compliant;106.12;0.28
611;815;2016;NonResidential;Large Office;Fifth and Yesler;300 - 5th Avenue;Seattle;WA;98104;942001155;3;DOWNTOWN;47.60214;-122.32726;2009;1;17;413264;138098;275166;Office, Parking;Office;295494;91;46.09999847;46.09999847;144.8000031;144.8000031;13631141;2.798979131;0;3995058.5;13631140;0;0;FALSE;Compliant;95.03;0.23
612;817;2016;NonResidential;Mixed Use Property;Russell Hall;1414 NE 42nd Street;Seattle;WA;98105;1142001150;4;NORTHEAST;47.6586;-122.3124;2009;1;6;122400;54300;68100;Multifamily Housing, Office, Parking, Retail Store;Office;41624;63;68.30000305;70.69999695;185.6000061;192.3999939;4865551.5;2.736438337;0;1137190.625;3880094;9854.570313;985457;FALSE;Compliant;79.39;0.65
615;821;2016;NonResidential;Warehouse;3701 S. Norfolk;3701 S. Norfolk Street;Seattle;WA;98118;323049194;2;GREATER DUWAMISH;47.51304;-122.28394;1966;1;2;123000;0;123000;Non-Refrigerated Warehouse, Office;Non-Refrigerated Warehouse;112484;47;21.89999962;21.89999962;68.90000153;68.90000153;3004271;2.702403991;0;880501.375;3004271;0;0;FALSE;Compliant;20.94;0.17
616;861;2016;NonResidential;Medical Office;Patricia Steele Building;401 Broadway;Seattle;WA;98122;8590900805;3;EAST;47.6056366;-122.3214798;2003;1;5;275130;112980;162150;Medical Office;Medical Office;177748;70;55.90000153;55.90000153;175.6000061;175.6000061;9941308;2.779577317;0;2913630.5;9941307;0;0;FALSE;Compliant;69.3;0.25
617;822;2016;NonResidential;Warehouse;(ID#822) 98 NORFOLK;9877 40TH AVE S;Seattle;WA;98136;323049221;2;GREATER DUWAMISH;47.51168;-122.28285;1978;1;1;60448;0;60448;Non-Refrigerated Warehouse, Office;Non-Refrigerated Warehouse;52702;90;17.39999962;19.29999924;39.70000076;41.70000076;1052244.75;2.636941687;0;181961.5;620853;4313.92041;431392;FALSE;Compliant;27.24;0.45
618;828;2016;NonResidential;Hospital;Swedish First Hill;747 Broadway;Seattle;WA;98122;1978201096;3;EAST;47.608951;-122.322402;1994;7;14;1765970;0;1765970;Hospital (General Medical & Surgical), Parking;Hospital (General Medical & Surgical);1639334;54;177.8999939;180.5;377;378.3999939;291614432;2.970703302;134943456;40842564;139354828;173161.2031;17316120;FALSE;Compliant;12307.16;6.97
621;831;2016;NonResidential;Medical Office;600 Broadway;600 Broadway;Seattle;WA;98122;2197600250;3;EAST;47.60796711;-122.3195445;1990;1;5;289419;159157;130262;Medical Office, Parking;Medical Office;146150;59;87.09999847;87.69999695;259.7000122;260.2999878;12731388;2.7952135;0;3447113;11761550;9698.369141;969837;FALSE;Compliant;133.5;0.46
622;832;2016;NonResidential;Other;Salal Credit Union Headquarters;9706 4th Ave NE;Seattle;WA;98115;2434900150;5;NORTH;47.6993;-122.32378;1987;1;5;90266;0;90266;Financial Office;Financial Office;87552;18;88.80000305;90.80000305;278.7000122;285;7771933.5;2.7655907;0;2277823.25;7771933;0;0;FALSE;Compliant;54.18;0.6
623;837;2016;NonResidential;Warehouse;Peoples Storage;4213 Leary Way NW;Seattle;WA;98107;2516000215;6;Ballard;47.6582;-122.36434;2004;1;4;87332;6458;80874;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;87332;87;13.30000019;13.60000038;38.59999847;38.70000076;1165598.875;2.638031682;0;301186.5938;1027649;1379.500122;137950;FALSE;Compliant;14.49;0.17
624;839;2016;NonResidential;Hotel;Silver Cloud Inn - Broadway;1100 Broadway;Seattle;WA;98122;1978201320;3;EAST;47.61210727;-122.3205972;2003;1;6;150545;50017;100528;Hotel, Parking;Hotel;100528;28;133.3999939;138.8999939;256.5;262.2000122;13410041;2.800434101;0;1641705;5601497;78085.42969;7808543;FALSE;Compliant;453.76;3.01
626;843;2016;NonResidential;Hotel;The Maxwell Hotel;300 Roy ST;Seattle;WA;98109;5457800400;7;MAGNOLIA / QUEEN ANNE;47.62562;-122.35121;2008;1;5;111856;21273;90583;Hotel, Parking, Restaurant, Swimming Pool;Hotel;92000;8;98.40000153;98.90000153;208.3000031;210;9444484;2.776726612;0;1414198.875;4825247;46192.36328;4619236;FALSE;Compliant;278.97;2.49
627;845;2016;NonResidential;Warehouse;08501-Capitol Hill;1815 12th Ave E;Seattle;WA;98122;6003500780;3;EAST;47.61818;-122.31728;1988;1;4;132828;0;132828;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;132828;83;8.199999809;8.199999809;25.60000038;25.60000038;1083729.625;2.6315952;0;317622.9063;1083729;0;0;FALSE;Compliant;7.56;0.06
628;847;2016;NonResidential;Warehouse;Pioneer Industries;7000 Highland Parkway SW;Seattle;WA;98106;3024049003;1;DELRIDGE;47.53935;-122.34402;1970;1;1;70400;0;70400;Non-Refrigerated Warehouse, Office;Non-Refrigerated Warehouse;58047;1;198.3000031;200.6999969;502.7000122;505.1000061;13962749;2.801159784;0;2906502.75;9916987;40457.60938;4045761;FALSE;Compliant;284.01;4.03
629;848;2016;NonResidential;Retail Store;#4706 Bitterlake;11616 AURORA AVE N;Seattle;WA;98133;3026049093;5;NORTHWEST;47.71417;-122.34256;1995;1;1;101830;0;101830;Retail Store;Retail Store;130767;60;81.90000153;87.69999695;180.8999939;187;10713006;2.788439733;0;1739556;5935365;47776.39844;4777640;FALSE;Compliant;295.12;2.9
633;857;2016;NonResidential;Warehouse;3480 W Marginal Way SW;3480 W Marginal Way SW;Seattle;WA;98053;7666705088;1;SOUTHWEST;47.57311;-122.3601;1965;1;1;152365;0;152365;Non-Refrigerated Warehouse, Office;Non-Refrigerated Warehouse;149293;88;6.800000191;6.900000095;19.79999924;19.89999962;1069749.75;2.631889263;0;277903.5;948207;1215.430054;121543;FALSE;Compliant;13.07;0.09
634;858;2016;NonResidential;Medical Office;James Tower;550 17th Avenue;Seattle;WA;98122;7942600330;3;CENTRAL;47.60705;-122.30966;1910;1;6;320946;0;320946;Laboratory, Medical Office;Medical Office;236359;57;78.90000153;79.30000305;246.1999969;247;25471308;2.836591002;0;7387187.5;25205084;2662.219971;266222;FALSE;Compliant;189.85;0.59
636;864;2016;NonResidential;Warehouse;08458-Lake City;10821 Lake City Way Ne;Seattle;WA;98125;8902000245;5;NORTH;47.70799;-122.30185;1987;1;4;80360;0;80360;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;80360;96;8.5;9.399999619;20.29999924;21.20000076;686019.1875;2.605268118;0;128083;437019;2490;249000;FALSE;Compliant;16.27;0.2
637;866;2016;SPS-District K-12;K-12 School;Lafayette Elementary;2645 California Ave. S.W.;Seattle;WA;98116;9277200005;1;SOUTHWEST;47.5795;-122.38723;1950;1;1;61183;0;61183;K-12 School;K-12 School;62975;92;38.5;44.29999924;64.30000305;71.59999847;2424724.25;2.69741498;0;211139;720406;17043.17773;1704318;TRUE;Error - Correct Default Data;95.54;1.56
638;867;2016;NonResidential;Supermarket / Grocery Store;70500847 -- Harvard Market;1401 Broadway Avenue;Seattle;WA;98122;3148650000;3;EAST;47.61318;-122.32122;1996;1;3;119190;0;119190;Supermarket/Grocery Store;Supermarket/Grocery Store;46280;71;217.8000031;225.5;491.2000122;496.2999878;10077532;2.782576935;0;1703812;5813407;42641.24219;4264124;FALSE;Compliant;267;2.24
640;1280;2016;NonResidential;Mixed Use Property;Filson World Headquarters LP;1741 1st Ave S;Seattle;WA;98134;7666207095;2;GREATER DUWAMISH;47.58718;-122.33467;1921;1;3;66138;12586;53552;Manufacturing/Industrial Plant, Office, Parking, Retail Store;Office;26044;3;139.8000031;139.8000031;439;439;7070998.5;2.758205291;0;2072390.875;7070998;0;0;FALSE;Compliant;49.29;0.75
641;1281;2016;NonResidential;Large Office;4545 Building 751;4545 15th Ave NE;Seattle;WA;98105;8816400020;4;NORTHEAST;47.66181;-122.31231;1960;1;3;113944;48510;65434;Office;Office;65434;1;273.2999878;273.2000122;855.2000122;855.2000122;17880184;2.815351827;0;5214438.5;17791664;885.1599121;88516;FALSE;Compliant;128.73;1.13
642;19440;2016;Multifamily LR (1-4);Low-Rise Multifamily;Chateau Boise B;1902 thru 1930 N Northgate Way;Seattle;WA;98133;348300000;5;NORTHWEST;47.70835;-122.33555;1976;1;4;31334;0;31334;Multifamily Housing;Multifamily Housing;31334;88;23;24.10000038;72.40000153;75.69999695;722062.875;2.605252917;0;211624.5;722063;0;0;FALSE;Compliant;5.03;0.16
643;19441;2016;Multifamily LR (1-4);Low-Rise Multifamily;Bagley Lofts Condominium;4422 Bagley Ave N;Seattle;WA;98103;351000000;4;LAKE UNION;47.66112;-122.33207;2005;1;3;47658;0;47658;Multifamily Housing;Multifamily Housing;47658;53;24.5;25;77;78.40000153;1167967.125;2.638325794;0;342311.5;1167967;0;0;FALSE;Compliant;8.14;0.17
644;19445;2016;NonResidential;Low-Rise Multifamily;Pacific Pointe;2108 N Pacific St.;Seattle;WA;98103;354000254;4;LAKE UNION;47.64859;-122.33311;2000;1;3;93079;36093;56986;Multifamily Housing;Multifamily Housing;91064;32;21.89999962;23;63.09999847;65.09999847;1997181.5;2.677775182;0;511195.5938;1744199;2529.819824;252982;FALSE;Compliant;25.6;0.28
645;19448;2016;Multifamily LR (1-4);Low-Rise Multifamily;Magnolia Manor Apartments;4073 Gilman Ave W;Seattle;WA;98199;369000780;7;MAGNOLIA / QUEEN ANNE;47.65675;-122.38833;1962;1;3;24059;0;24059;Multifamily Housing;Multifamily Housing;24059;65;28.89999962;31;90.80000305;97.40000153;695955.8125;2.604403308;0;203973;695956;0;0;FALSE;Compliant;4.85;0.2
646;19451;2016;Multifamily LR (1-4);Senior Care Community;Paramount Rehab & Nursing;2611 S Dearborn St.;Seattle;WA;98144;424049024;3;CENTRAL;47.59505;-122.29824;1963;1;3;66402;0;66402;Senior Care Community;Senior Care Community;132804;72;68.5;70.80000305;119.5;121.9000015;9097980;2.776130368;0;886192.125;3023688;60742.91797;6074292;FALSE;Compliant;343.68;5.18
647;19453;2016;Multifamily LR (1-4);Low-Rise Multifamily;Lakeview Court Apartments;1901 NE 85th ST;Seattle;WA;98115;425049010;4;NORTHEAST;47.68993;-122.30754;1988;1;4;76285;0;76285;Multifamily Housing, Parking;Multifamily Housing;60487;68;28.79999924;30;90.40000153;94.09999847;1742351.25;2.667970744;0;510653.9063;1742351;0;0;FALSE;Compliant;12.15;0.16
648;19454;2016;Multifamily LR (1-4);Low-Rise Multifamily;Vista Point;8320 Lake City Way NE;Seattle;WA;98115;425049013;4;NORTHEAST;47.68984;-122.30826;1990;1;3;46873;0;46873;Multifamily Housing, Parking;Multifamily Housing;29914;90;28.89999962;29.70000076;90.69999695;93.40000153;864004.625;2.617315618;0;253225.2031;864004;0;0;FALSE;Compliant;6.02;0.13
649;19456;2016;Multifamily LR (1-4);Low-Rise Multifamily;MOD;6559 35th Ave NE;Seattle;WA;98115;425049047;4;NORTHEAST;47.67723;-122.29126;1965;5;2;62900;0;62900;Multifamily Housing, Parking;Multifamily Housing;48618;100;31.89999962;31.89999962;49.5;49.5;1552051.25;2.657113896;0;109108.7969;372279;11797.7207;1179772;FALSE;Compliant;65.25;1.04
651;19461;2016;NonResidential;Worship Facility;University Unitarian Church;6556 35th AVE NE;Seattle;WA;98115;431000005;4;NORTHEAST;47.67738;-122.28996;1957;1;2;22220;0;22220;Worship Facility;Worship Facility;22220;90;35;40.09999847;56.40000153;61.70000076;778355.8125;2.617423711;0;60978.80078;208060;5702.960938;570296;FALSE;Compliant;31.74;1.43
652;19462;2016;SPS-District K-12;K-12 School;Wedgwood Elementary;2720 N.E. 85th St.;Seattle;WA;98115;439000615;5;NORTHEAST;47.69054;-122.29705;1955;1;1;46732;0;46732;K-12 School;K-12 School;50956;87;45.79999924;51.79999924;79;87.30000305;2331952.75;2.693642019;0;220895.0938;753694;15782.58594;1578259;TRUE;Error - Correct Default Data;89.08;1.91
653;19464;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Ballard Condominiums;1532 NW 56th St.;Seattle;WA;98107;451900000;6;BALLARD;47.66963;-122.37771;2000;1;6;152693;65701;86992;Multifamily Housing, Office, Parking, Swimming Pool;Multifamily Housing;215698;100;22.20000076;23.10000038;57.20000076;58.90000153;4934559;2.737875824;0;1059638.75;3615487;13190.70996;1319071;FALSE;Compliant;95.26;0.62
654;19466;2016;Multifamily LR (1-4);Low-Rise Multifamily;Skyview Terrace Apts;5609 2nd Ave NW;Seattle;WA;98107;455000730;6;NORTHWEST;47.67015;-122.36011;1959;1;2;26211;0;26211;Multifamily Housing;Multifamily Housing;26211;68;54.29999924;59.40000153;80.09999847;85.5;1422814.375;2.657359445;0;85084.20313;290307;11325.06934;1132507;FALSE;Compliant;62.17;2.37
657;19477;2016;NonResidential;Warehouse;SeaTac Marine Services;6701 Fox Ave S;Seattle;WA;98108;1800128;2;GREATER DUWAMISH;47.54137;-122.33051;1976;1;1;44100;0;44100;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;40000;1;40.5;42.29999924;127.0999985;132.8000031;1618916.375;2.663154211;0;474477.1875;1618916;0;0;FALSE;Compliant;11.29;0.26
658;19481;2016;NonResidential;Distribution Center;Shultz Distribution;6801 EAST MARGINAL WAY S;Seattle;WA;98108;1800159;2;GREATER DUWAMISH;47.54113;-122.32633;1965;1;1;27800;0;27800;Distribution Center;Distribution Center;27800;13;44;48.09999847;112.4000015;120;1224186.25;2.646637766;0;258090.5938;880605;3435.809814;343581;FALSE;Compliant;24.39;0.88
659;19484;2016;Multifamily HR (10+);High-Rise Multifamily;53196 - The Cobb;1301 Fourth Avenue;Seattle;WA;98101;2400002;7;DOWNTOWN;47.60932;-122.33388;1910;1;11;321945;0;321945;Multifamily Housing, Other - Restaurant/Bar;Multifamily Housing;112340;31;55.29999924;57.90000153;107.0999985;110.1999969;6856153.5;2.759132239;1694733.75;815006.875;2780803;23806.16016;2380616;FALSE;Compliant;276.63;0.86
660;19489;2016;NonResidential;Warehouse;Seadrunar Recycling;28 S Brandon St;Seattle;WA;98134;5000001;2;GREATER DUWAMISH;47.55436;-122.33631;2001;1;1;46340;0;46340;Non-Refrigerated Warehouse;Non-Refrigerated Warehouse;46340;3;55.29999924;55.29999924;173.6999969;173.6999969;2564004;2.691723012;0;751466.5;2564004;0;0;FALSE;Compliant;17.87;0.39
663;19501;2016;NonResidential;Small- and Mid-Sized Office;RLIBuilding;105 14TH AVENUE;Seattle;WA;98122;7600192;3;CENTRAL;47.60191;-122.31438;1910;1;3;38460;0;38460;Office;Office;38460;69;50.70000076;53.70000076;132.8000031;136;1950713.25;2.676925753;0;429269.9063;1464669;4860.44043;486044;FALSE;Compliant;36.02;0.94
664;19506;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Adelaide Condominiums;5001 California Ave. SW;Seattle;WA;98136;50400000;1;SOUTHWEST;47.55728;-122.38725;2003;1;6;86955;0;86955;Multifamily Housing, Parking;Multifamily Housing;95460;90;29.60000038;31.39999962;71.90000153;74.80000305;2822377.25;2.70226682;0;546528.375;1864755;9576.220703;957622;FALSE;Compliant;63.86;0.73
665;19509;2016;Multifamily HR (10+);High-Rise Multifamily;Dexter Lake Union;1215 DEXTER AVE N;Seattle;WA;98109;53000005;7;MAGNOLIA / QUEEN ANNE;47.63018;-122.34261;2003;1;11;286408;0;286408;Multifamily Housing, Parking;Multifamily Housing;194919;78;32.40000153;33.59999847;101.5999985;105.4000015;6310254;2.753291687;0;1849332.25;6309922;3.320000172;332;FALSE;Compliant;44.01;0.15
666;19510;2016;Multifamily LR (1-4);Mixed Use Property;The Admiral West Seattle-415;2331 42nd Ave SW;Seattle;WA;98116;54000000;1;SOUTHWEST;47.5822;-122.38542;2002;1;4;93114;72900;20214;Multifamily Housing, Parking, Retail Store;Multifamily Housing;47220;92;35.5;37.09999847;95.09999847;97.5;2255459.75;2.685937443;0;513800.9063;1753089;5023.709961;502371;FALSE;Compliant;38.9;0.42
669;19520;2016;NonResidential;Worship Facility;Woodland Park Methodist Church;302 N. 78TH ST;Seattle;WA;98103;91000085;6;NORTHWEST;47.68576;-122.35481;1922;1;2;21022;0;21022;Worship Facility;Worship Facility;21022;54;45;51.29999924;60.90000153;67.59999847;945245.625;2.631273994;0;40416.89844;137902;8073.429688;807343;FALSE;Compliant;43.84;2.09
670;19528;2016;Multifamily LR (1-4);Low-Rise Multifamily;Alexander Court;2920 Alki Ave SW;Seattle;WA;98115;120600000;1;SOUTHWEST;47.57775;-122.41425;1926;1;4;30240;0;30240;Multifamily Housing;Multifamily Housing;25200;68;27;28.79999924;84.59999847;90.40000153;679294.875;2.602290906;0;199089.9063;679295;0;0;FALSE;Compliant;4.74;0.16
671;19532;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Alexandria-493;3028 Western Ave;Seattle;WA;98121;125000000;7;DOWNTOWN;47.61783;-122.35538;1991;1;5;59440;0;59440;Multifamily Housing;Multifamily Housing;49532;51;50.5;54.5;126;134.6999969;2503690;2.695161086;0;506689.8125;1728826;7748.640137;774864;FALSE;Compliant;53.21;0.9
673;19534;2016;Multifamily LR (1-4);Low-Rise Multifamily;The Alki;1564 ALKI AVE SW;Seattle;WA;98116;135500000;1;SOUTHWEST;47.58898;-122.39418;1989;1;4;45878;0;45878;Multifamily Housing;Multifamily Housing;45878;27;21;22.5;66;70.80000305;964498.8125;2.628228583;0;282678.4063;964499;0;0;FALSE;Compliant;6.72;0.15
674;19535;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Alki Beach Towers;1388 Alki Ave SW;Seattle;WA;98103;139100000;1;SOUTHWEST;47.5909;-122.39207;1995;1;5;37824;0;37824;Multifamily Housing;Multifamily Housing;37824;88;29.39999962;32.20000076;71;75.90000153;1112533.875;2.640004009;0;212693.0938;725709;3868.25;386825;FALSE;Compliant;25.6;0.68
675;19536;2016;Multifamily LR (1-4);Low-Rise Multifamily;Alki Bonair Condominiums;2200 Alki Ave SW;Seattle;WA;98116;139500000;1;SOUTHWEST;47.58445;-122.39933;1976;1;4;38765;0;38765;Multifamily Housing;Multifamily Housing;38765;92;41.40000153;44;63.70000076;67.40000153;1339220.625;2.6510573;0;192448.2969;656634;0;0;FALSE;Compliant;4.58;0.12
676;19537;2016;SPS-District K-12;K-12 School;Alki Elementary;3010 59th Ave S.W.;Seattle;WA;98116;148000064;1;SOUTHWEST;47.5773;-122.4074;1954;1;2;51489;0;51489;K-12 School;K-12 School;51489;93;38.5;43.59999847;70.90000153;77.5;1984067.625;2.682648682;0;219894.9063;750281;12337.8623;1233786;TRUE;Error - Correct Default Data;70.76;1.37
